,image_name,top-primary-color-white,top-primary-color-beige,top-primary-color-black,top-primary-color-brown,top-primary-color-grey,top-primary-color-blue,top-primary-color-navy,top-primary-color-teal,top-primary-color-green,top-primary-color-olive,top-primary-color-pink,top-primary-color-red,top-primary-color-maroon,top-primary-color-purple,top-primary-color-orange,top-primary-color-yellow,top-secondary-color-white,top-secondary-color-beige,top-secondary-color-black,top-secondary-color-brown,top-secondary-color-grey,top-secondary-color-blue,top-secondary-color-navy,top-secondary-color-teal,top-secondary-color-green,top-secondary-color-olive,top-secondary-color-pink,top-secondary-color-red,top-secondary-color-maroon,top-secondary-color-purple,top-secondary-color-orange,top-secondary-color-yellow,top-type-short-sleeve-shirt,top-type-long-sleeve-shirt,top-type-short-sleeve-t-shirt,top-type-long-sleeve-t-shirt,top-type-polo,top-type-singlet,t-shirt-style-graphic-text,t-shirt-style-graphic-image,t-shirt-style-round-neck,t-shirt-style-henley,t-shirt-style-pocket,shirt-style-oxford,shirt-style-dress,shirt-style-graphic,shirt-style-pocket,shirt-style-granddad-collar,t-shirt-fit-slim-fit,t-shirt-fit-longline,t-shirt-fit-baggy,shirt-fit-slim-fit,shirt-fit-regular-fit,top-patterns-animal-print,top-patterns-argyle,top-patterns-horizontal-stripe,top-patterns-vertical-stripe,top-patterns-checkered,top-patterns-dotted,top-patterns-floral,top-patterns-plaid,top-material-denim,top-material-dry-fit,top-material-cotton,bottleneck_dir,top-secondary-color-none
18,static/Clothes/Tops/graphictshirts103.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bottlenecks/Clothes/Tops/graphictshirts103.jpg.txt,0
19,static/Clothes/Tops/graphictshirts1031.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bottlenecks/Clothes/Tops/graphictshirts1031.jpg.txt,0
20,static/Clothes/Tops/graphictshirts1033.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,bottlenecks/Clothes/Tops/graphictshirts1033.jpg.txt,0
21,static/Clothes/Tops/graphictshirts1035.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,bottlenecks/Clothes/Tops/graphictshirts1035.jpg.txt,1
22,static/Clothes/Tops/graphictshirts1037.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bottlenecks/Clothes/Tops/graphictshirts1037.jpg.txt,1
23,static/Clothes/Tops/graphictshirts1039.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bottlenecks/Clothes/Tops/graphictshirts1039.jpg.txt,0
24,static/Clothes/Tops/graphictshirts1040.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bottlenecks/Clothes/Tops/graphictshirts1040.jpg.txt,0
25,static/Clothes/Tops/graphictshirts1042.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,bottlenecks/Clothes/Tops/graphictshirts1042.jpg.txt,1
26,static/Clothes/Tops/graphictshirts1044.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bottlenecks/Clothes/Tops/graphictshirts1044.jpg.txt,0
27,static/Clothes/Tops/graphictshirts1046.jpg,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bottlenecks/Clothes/Tops/graphictshirts1046.jpg.txt,0
28,static/Clothes/Tops/graphictshirts1048.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bottlenecks/Clothes/Tops/graphictshirts1048.jpg.txt,0
29,static/Clothes/Tops/graphictshirts105.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bottlenecks/Clothes/Tops/graphictshirts105.jpg.txt,0
30,static/Clothes/Tops/graphictshirts1051.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bottlenecks/Clothes/Tops/graphictshirts1051.jpg.txt,0
31,static/Clothes/Tops/graphictshirts1053.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bottlenecks/Clothes/Tops/graphictshirts1053.jpg.txt,1
32,static/Clothes/Tops/graphictshirts1055.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bottlenecks/Clothes/Tops/graphictshirts1055.jpg.txt,0
33,static/Clothes/Tops/graphictshirts1057.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bottlenecks/Clothes/Tops/graphictshirts1057.jpg.txt,0
34,static/Clothes/Tops/graphictshirts1059.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,bottlenecks/Clothes/Tops/graphictshirts1059.jpg.txt,0
35,static/Clothes/Tops/graphictshirts1060.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bottlenecks/Clothes/Tops/graphictshirts1060.jpg.txt,0
36,static/Clothes/Tops/graphictshirts1062.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bottlenecks/Clothes/Tops/graphictshirts1062.jpg.txt,1
37,static/Clothes/Tops/graphictshirts1064.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,bottlenecks/Clothes/Tops/graphictshirts1064.jpg.txt,1
38,static/Clothes/Tops/graphictshirts1066.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bottlenecks/Clothes/Tops/graphictshirts1066.jpg.txt,0
39,static/Clothes/Tops/graphictshirts1068.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bottlenecks/Clothes/Tops/graphictshirts1068.jpg.txt,0
40,static/Clothes/Tops/graphictshirts107.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bottlenecks/Clothes/Tops/graphictshirts107.jpg.txt,0
41,static/Clothes/Tops/graphictshirts1071.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bottlenecks/Clothes/Tops/graphictshirts1071.jpg.txt,0
42,static/Clothes/Tops/graphictshirts1073.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,bottlenecks/Clothes/Tops/graphictshirts1073.jpg.txt,0
43,static/Clothes/Tops/graphictshirts1075.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,bottlenecks/Clothes/Tops/graphictshirts1075.jpg.txt,1
44,static/Clothes/Tops/graphictshirts1077.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bottlenecks/Clothes/Tops/graphictshirts1077.jpg.txt,0
45,static/Clothes/Tops/graphictshirts1079.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bottlenecks/Clothes/Tops/graphictshirts1079.jpg.txt,0
46,static/Clothes/Tops/graphictshirts1080.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bottlenecks/Clothes/Tops/graphictshirts1080.jpg.txt,0
47,static/Clothes/Tops/graphictshirts1082.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bottlenecks/Clothes/Tops/graphictshirts1082.jpg.txt,0
48,static/Clothes/Tops/graphictshirts1084.jpg,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,bottlenecks/Clothes/Tops/graphictshirts1084.jpg.txt,1
49,static/Clothes/Tops/graphictshirts1086.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bottlenecks/Clothes/Tops/graphictshirts1086.jpg.txt,0
50,static/Clothes/Tops/graphictshirts1088.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bottlenecks/Clothes/Tops/graphictshirts1088.jpg.txt,0
51,static/Clothes/Tops/graphictshirts109.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bottlenecks/Clothes/Tops/graphictshirts109.jpg.txt,0
52,static/Clothes/Tops/graphictshirts1091.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,bottlenecks/Clothes/Tops/graphictshirts1091.jpg.txt,1
53,static/Clothes/Tops/graphictshirts1093.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,bottlenecks/Clothes/Tops/graphictshirts1093.jpg.txt,1
54,static/Clothes/Tops/graphictshirts1095.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bottlenecks/Clothes/Tops/graphictshirts1095.jpg.txt,0
55,static/Clothes/Tops/graphictshirts1097.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bottlenecks/Clothes/Tops/graphictshirts1097.jpg.txt,0
56,static/Clothes/Tops/graphictshirts1099.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bottlenecks/Clothes/Tops/graphictshirts1099.jpg.txt,0
57,static/Clothes/Tops/graphictshirts110.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bottlenecks/Clothes/Tops/graphictshirts110.jpg.txt,1
58,static/Clothes/Tops/graphictshirts1101.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bottlenecks/Clothes/Tops/graphictshirts1101.jpg.txt,0
59,static/Clothes/Tops/graphictshirts1103.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bottlenecks/Clothes/Tops/graphictshirts1103.jpg.txt,0
60,static/Clothes/Tops/graphictshirts1105.jpg,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bottlenecks/Clothes/Tops/graphictshirts1105.jpg.txt,0
61,static/Clothes/Tops/graphictshirts1107.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bottlenecks/Clothes/Tops/graphictshirts1107.jpg.txt,0
62,static/Clothes/Tops/graphictshirts1109.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bottlenecks/Clothes/Tops/graphictshirts1109.jpg.txt,0
63,static/Clothes/Tops/graphictshirts1110.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bottlenecks/Clothes/Tops/graphictshirts1110.jpg.txt,0
64,static/Clothes/Tops/graphictshirts1112.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bottlenecks/Clothes/Tops/graphictshirts1112.jpg.txt,0
65,static/Clothes/Tops/graphictshirts1114.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,bottlenecks/Clothes/Tops/graphictshirts1114.jpg.txt,0
