,bottleneck_dir,bottom-primary-color-white,bottom-primary-color-beige,bottom-primary-color-black,bottom-primary-color-brown,bottom-primary-color-grey,bottom-primary-color-blue,bottom-primary-color-navy,bottom-primary-color-teal,bottom-primary-color-green,bottom-primary-color-olive,bottom-primary-color-pink,bottom-primary-color-red,bottom-primary-color-maroon,bottom-primary-color-purple,bottom-primary-color-orange,bottom-primary-color-yellow,bottom-secondary-color-white,bottom-secondary-color-beige,bottom-secondary-color-black,bottom-secondary-color-brown,bottom-secondary-color-grey,bottom-secondary-color-blue,bottom-secondary-color-navy,bottom-secondary-color-teal,bottom-secondary-color-green,bottom-secondary-color-olive,bottom-secondary-color-pink,bottom-secondary-color-red,bottom-secondary-color-maroon,bottom-secondary-color-purple,bottom-secondary-color-orange,bottom-secondary-color-yellow,bottom-secondary-color-none,bottom-type-long pants,bottom-type-shorts,bottom-material-denim/jeans,bottom-material-cotton,bottom-material-dry-fit,denim-style-ripped,denim-style-acid-wash,denim-style-washed,bottom-patterns-animal-print,bottom-patterns-argyle,bottom-patterns-horizontal-stripe,bottom-patterns-vertical-stripe,bottom-patterns-checkered,bottom-patterns-dotted,bottom-patterns-floral,bottom-patterns-plaid,bottom-style-cargo,bottom-style-dress,bottom-style-chinos,bottom-style-sweatpants,bottom-style-none,bottom-fit-skinny-fit,bottom-fit-slim-fit,bottom-fit-regular-fit,bottom-fit-baggy,dir
12,bottlenecks/Clean clothes/Bottoms/jeans138.jpg.txt,8.93766773515E-05,0.0016652017,0.0234163161,0.0016708219,0.0252101328,0.6145002246,0.3230746984,0.0029106464,0.0019625458,0.0018120911,0.0001396006,0.0001045591,0.0008402342,0.0016557995,0.0008675819,8.02524737082E-05,0.0003261635,0.0002693685,0.0030480572,0.0011019278,0.0050669615,0.0005792907,0.0001410072,0.0004552513,8.1327620137E-05,0.0001708682,8.2712234871E-05,0.0010275854,0.0001349873,0.0006518472,0.0005501603,0.0001418134,0.9861706495,0.9853971601,0.0146028744,0.7352262735,0.1561852843,0.1085884795,0.306845665,0.0355835445,0.4883396029,0.024235012,0.0050325785,0.0156970322,0.0751750097,0.0344065875,0.0010943152,0.0337134935,0.0129602747,0.0122705176,0.017900452,0.0092603965,0.0125092864,0.9480593204,0.162831381,0.5066962242,0.3230403066,0.0074320869,Clean clothes/Bottoms/jeans138.jpg
13,bottlenecks/Clean clothes/Bottoms/pants503.jpg.txt,0.007512135,0.0121730193,0.0849190056,0.0139755076,0.3509566188,0.0506773479,0.2380039245,0.0127226124,0.0150272641,0.0767395794,0.0031318178,0.0100304466,0.0218709745,0.0172741693,0.0849166289,6.88812651788E-05,0.3276125491,0.0010383265,0.0124840029,0.031121878,0.1978458464,0.0018658265,0.0014439587,0.0008676176,0.0002363779,0.0035949433,0.0154776527,0.0048836498,0.0001664187,0.0049870359,0.0005975478,8.3742881543E-05,0.3956926465,0.8616440296,0.1383559108,0.3569223881,0.4445585907,0.1985189766,0,0,0,0.0158382617,0.0272164773,0.0204699561,0.1136518642,0.2322836667,0.4324273467,0.0360250957,0.1105045974,0.0459921621,0.0628976673,0.0324076489,0.188061446,0.6706410646,0.0141256843,0.7279472351,0.2280039191,0.0299231727,Clean clothes/Bottoms/pants503.jpg
14,bottlenecks/Clean clothes/Bottoms/pants185.jpg.txt,0.0006771478,0.0161736961,0.0764052421,0.0088489009,0.6733436584,0.0170192942,0.132151559,0.0079079634,0.0173482336,0.0271798354,0.0009164728,0.0001645821,0.0105990833,0.0059117139,0.0053077787,4.47986094514E-05,0.0003322935,8.29265482025E-05,0.0012369502,0.0002666155,0.0017300091,4.63017677248E-05,2.03012968996E-05,0.0001615979,7.72254861658E-06,0.0001020414,1.0892181308E-05,0.0007311521,1.71912106453E-05,0.0001170122,2.80478161585E-05,6.04893539276E-05,0.9950484633,0.991096735,0.0089033274,0.6094077229,0.2331599295,0.1574323326,0.1080851331,0.0333559774,0.0477755666,0.0045616729,0.0021279077,0.0059171524,0.0307076909,0.0185155254,0.0027767336,0.0041173995,0.0099172797,0.0128235202,0.1658435166,0.0511981584,0.3338600695,0.4362747371,0.041780889,0.6984398961,0.2543664575,0.0054127248,Clean clothes/Bottoms/pants185.jpg
15,bottlenecks/Clean clothes/Bottoms/jeans302.jpg.txt,0.000141296,0.0005276934,0.8627176881,0.0016026021,0.0686115697,0.0222113915,0.0267588757,0.0004591212,0.0016675459,0.0052999198,6.64080871502E-05,7.23007906345E-05,0.0061369142,0.0028016753,0.0008810023,4.4053678721E-05,0.0001088338,3.07758164126E-05,0.0015134669,0.000108925,0.003311302,7.31710533728E-05,1.12795542009E-05,0.0001445893,6.51120581097E-06,2.355023571E-05,0.000003576,0.0005880136,5.21561059941E-06,5.21982292412E-05,2.38094162341E-05,6.62702368572E-05,0.9939285517,0.9961882234,0.0038117603,0.8634628654,0.1087803692,0.0277567357,0.1868406832,0.0032264353,0.0654527992,0.0041422453,0.0005886506,0.005037758,0.0116147734,0.0047383029,0.0004545997,0.0025907846,0.0039353794,0.0078685461,0.0712401345,0.0483568832,0.0804434568,0.792091012,0.075572826,0.5775941014,0.3397585452,0.0070745358,Clean clothes/Bottoms/jeans302.jpg
16,bottlenecks/Clean clothes/Bottoms/pants277.jpg.txt,0.0492151789,0.0707567036,0.0077359816,0.0375637747,0.6981862783,0.0059351684,0.0034590128,0.0017734531,0.0189957805,0.0356044322,0.004828664,0.0010073446,0.0334874205,0.0228778031,0.0085165827,5.6403932831E-05,0.0498871244,0.0006097759,0.0212585162,0.0007452964,0.0057739038,0.0001127926,8.62553933985E-05,8.14123923192E-05,1.68369042512E-05,0.0009772344,0.0003600619,0.0005292515,3.27082534568E-06,0.0012874061,1.82855965249E-05,8.7912507297E-05,0.9181647301,0.9459027648,0.0540972054,0.6160731316,0.32063362,0.0632933676,0.0633604452,0.0032667895,0.006216215,0.0066709723,0.006347755,0.0111156693,0.0092264945,0.0145585816,0.0089548565,0.0039809672,0.0067708087,0.0036065455,0.0077868858,0.0292588994,0.9111261368,0.0482215993,0.0866901502,0.5045686364,0.3879190683,0.0208222456,Clean clothes/Bottoms/pants277.jpg
17,bottlenecks/Clean clothes/Bottoms/jeans314.jpg.txt,0.0005471314,0.0161506925,0.7812330723,0.0095005529,0.144518733,0.0196485594,0.0081540607,0.0002356752,0.0005715767,0.0157173723,6.04330853093E-06,1.35082100314E-05,0.0014399865,0.0011783954,0.0010804168,4.28762450611E-06,0.0002698902,3.9157575884E-06,0.0232992452,1.91201397683E-05,0.0035662598,4.96269649375E-06,2.20204555035E-07,0.0001160944,7.12183782525E-06,9.75257762548E-07,0.0004892607,2.66896422545E-05,1.3833032142E-07,0.0003360929,6.914086498E-06,1.66723589246E-06,0.9718514681,0.8975874186,0.1024125516,0.7069162726,0.2729670703,0.0201166887,0.0762816072,0.001648508,0.0250323806,7.20551470295E-05,0.000060752,0.0003497891,0.0010383531,0.0001642694,0.0001814509,0.0005107049,0.0002965579,0.0658881888,0.0295073688,0.0390384756,0.0571310632,0.808434844,0.015366924,0.7322338223,0.244857043,0.0075422656,Clean clothes/Bottoms/jeans314.jpg
18,bottlenecks/Clean clothes/Bottoms/shorts79.jpg.txt,0.0062413746,0.0161972325,0.4935695827,0.0111852968,0.0563744828,0.0371269807,0.2569537461,0.028543802,0.003885607,0.0030534228,0.0128391627,0.0105929356,0.040307492,0.0117974281,0.011198774,0.0001326434,0.0303003602,0.0015136726,0.0031382742,0.00311737,0.0202245023,0.0054119825,0.0009892428,5.13530831086E-05,4.10306238336E-05,0.0078418897,0.0007094421,0.0098212315,2.9855484172E-05,0.0019336469,0.0042188796,0.0004996452,0.9101576209,0.0119408173,0.9880592227,0.2898750901,0.5972838998,0.1128410473,0,0,0,0.013799862,0.0051032961,0.0047139535,0.0080037937,0.0162821952,0.1607259363,0.0057690162,0.0071785194,0.0099199405,0.0141339395,0.2242675573,0.0058223489,0.7458561659,0.0134241907,0.7569667101,0.2217577398,0.007851419,Clean clothes/Bottoms/shorts79.jpg
19,bottlenecks/Clean clothes/Bottoms/shorts57.jpg.txt,0.0006613125,0.0006515611,0.9094167352,0.000167352,0.0135487821,0.0016272818,0.0441984124,0.0053279628,0.0006221423,0.0006821572,0.0025211116,0.0022753908,0.0160143841,0.0009414343,0.0008724365,0.000471653,0.002207774,2.99014336633E-05,0.0060694851,7.73527717683E-05,0.0005181596,0.00001796,3.49146066583E-05,0.000022102,9.05748095192E-07,5.46168757865E-06,4.27355771535E-05,0.0002728914,2.50093148679E-06,4.50273546448E-05,0.0004435255,1.77317324415E-05,0.9901915789,0.0104778912,0.9895220399,0.4066650271,0.4307758808,0.162559092,0,0,0,0.0007187788,0.0002105795,0.0008720185,0.0020774691,0.0004731901,0.0003817274,0.0004765143,0.0003660252,0.0644846335,0.0092200972,0.1751424074,0.0118591115,0.7392937541,0.3402354717,0.5231484771,0.0389728323,0.0976432711,Clean clothes/Bottoms/shorts57.jpg
20,bottlenecks/Clean clothes/Bottoms/shorts122.jpg.txt,0.028033467,0.0404556952,0.0432585143,0.0236087497,0.0668492913,0.1118296459,0.064123176,0.0137514072,0.1688683629,0.0069395932,0.0112993885,0.0186866149,0.029815184,0.0280067567,0.3444315195,4.26364713348E-05,0.0055271531,0.0014055936,0.0010910687,0.0053133001,0.0528371744,0.0015529701,0.000811899,2.611637683E-05,2.10335456359E-05,0.0024370179,0.0024104158,0.0022783086,4.81051865791E-05,0.0020134246,0.0003459965,0.0002048422,0.9216755629,0.0690874457,0.9309126139,0.5311502814,0.2457512319,0.2230984867,0.0410547964,0.0105694514,0.0317064859,0.0042648856,0.0129319848,0.004172368,0.021267511,0.01718021,0.0219547655,0.0051837172,0.0087095974,0.0042905617,0.0115677267,0.5524933338,0.0294086728,0.4022397399,0.0266533792,0.6526919007,0.3166707456,0.0039839451,Clean clothes/Bottoms/shorts122.jpg
21,bottlenecks/Clean clothes/Bottoms/shorts28.jpg.txt,0.0004776218,0.0066117337,0.0248517636,0.0014128813,0.02360438,0.7163932323,0.2029777765,0.0092189219,0.0052421545,0.0005054646,0.0006401806,0.0005019905,0.0041167121,0.0017771742,0.0016538716,1.41063082992E-05,0.0006622726,0.0004094316,0.0014321775,0.0008756967,0.0031803821,0.0003143795,8.84456967469E-05,7.81073395046E-05,3.94308044633E-05,6.64283143124E-05,0.0003102804,0.0021377932,0.0001308159,0.0005923154,0.0002860734,0.0005282908,0.9888677001,0.2038210034,0.7961789966,0.6945867538,0.1177058369,0.1877074093,0.0363497548,0.0228575468,0.2735149264,0.0017757289,0.0037421519,0.0105270492,0.0282757804,0.0647091493,0.0022536467,0.0062244125,0.0066727987,0.0091179758,0.0176886301,0.0397387818,0.0084695127,0.9249850512,0.1347376704,0.6871957183,0.171257928,0.0068086442,Clean clothes/Bottoms/shorts28.jpg
22,bottlenecks/Clean clothes/Bottoms/pants312.jpg.txt,0.0006178748,0.0019055875,0.8542617559,0.0042363983,0.0963243395,0.0041558472,0.0214897413,0.0008238413,0.0021511444,0.0086127259,5.30990510015E-05,2.1736821509E-05,0.0013779361,0.0022237722,0.0012830476,0.0004611623,0.0004419281,2.49110562436E-05,0.0006521906,1.64703869814E-05,0.0044348491,9.4915894806E-06,4.52219546787E-06,0.0001386829,4.88607020088E-06,9.41506641539E-06,0.000001923,0.0002483436,4.11670498579E-06,0.0001508308,2.74561280094E-05,5.04753261339E-05,0.9937794805,0.9965565205,0.0034435387,0.828935802,0.1505192369,0.0205450598,0.0934704244,0.005578923,0.032906644,0.0089246724,0.0002431107,0.0028486685,0.0120956386,0.0163967945,0.0004412083,0.0038542119,0.001443078,0.0025116217,0.6685026288,0.0357152708,0.1326475888,0.1606228799,0.0659435242,0.7673168778,0.1450283378,0.0217113458,Clean clothes/Bottoms/pants312.jpg
23,bottlenecks/Clean clothes/Bottoms/pants219.jpg.txt,0.0013879923,0.0006117259,0.5217629671,0.0005582366,0.2522857189,0.0249517262,0.180648163,0.0063547431,0.0004491574,0.0046142871,0.0001613969,6.96107599651E-05,0.0019435325,0.003065916,0.0008156605,0.0003190817,0.0008273132,5.15496649314E-05,0.003436438,0.0001094272,0.029151788,0.000041273,9.88492320175E-06,0.0001390646,1.83804240805E-05,5.77238533879E-05,3.99434975407E-06,0.0015259023,6.3334978222E-06,0.0004138979,0.0001011072,7.37842565286E-05,0.9640321732,0.974948585,0.0250513889,0.6402710676,0.3092887402,0.0504401885,0.1613700986,0.0043365164,0.1186293513,0.0148930512,0.0018107857,0.0030437286,0.0240470544,0.0273923017,0.0019682653,0.0080560418,0.0039585968,0.006666475,0.3609980643,0.0278797448,0.0665189549,0.5379367471,0.076671347,0.6807599664,0.229393512,0.0131752463,Clean clothes/Bottoms/pants219.jpg
24,bottlenecks/Clean clothes/Bottoms/jeans229.jpg.txt,3.50246082235E-05,0.0001631615,0.0737740248,0.0004464028,0.0138488691,0.2658331096,0.64122051,0.0007145575,0.0009567245,0.0007541447,5.0314465625E-05,7.81096678111E-05,0.0008104074,0.0009905938,0.0002842628,3.98641677748E-05,0.0001383296,0.000074443,0.0015245813,0.0005459082,0.0021022675,0.0005243864,0.0001337007,0.0002262875,7.59482863941E-05,0.0001587162,3.37214878527E-05,0.0009671418,9.07329449547E-05,0.0003840799,0.0003187282,0.0002044269,0.9924966097,0.9741903543,0.0258096457,0.8099334836,0.1011327878,0.0889338106,0.4153963327,0.0125559298,0.3377635479,0.0184934195,0.0037690287,0.0162007511,0.0329780616,0.0289615225,0.0014283356,0.0100641344,0.0262995344,0.0055903993,0.0284151863,0.0118225906,0.013682575,0.9404892325,0.1538446993,0.638471365,0.2016088814,0.0060751215,Clean clothes/Bottoms/jeans229.jpg
25,bottlenecks/Clean clothes/Bottoms/shorts363.jpg.txt,0.0037057337,0.0291960631,0.1570797712,0.0063905832,0.1290784925,0.2151246667,0.292861402,0.0408832803,0.0139555279,0.0179512389,0.002448885,0.0048481291,0.0163738858,0.0397920683,0.0293393377,0.0009709675,0.0006000019,0.0005942963,0.0004901762,0.0003448322,0.0017299273,0.0002337441,0.0002088374,4.44325050921E-05,0.000004285,5.75701124035E-05,1.13291262096E-05,0.0005960292,9.85767383099E-06,0.0001924587,0.0005603487,0.0001180797,0.9942037463,0.1320303082,0.8679697514,0.1837735772,0.755351603,0.0608748049,0,0,0,0.0073312721,0.0008909132,0.000890895,0.0103697861,0.0090628536,0.0045116832,0.0028452966,0.0051213088,0.0025045827,0.0087264804,0.7999107242,0.0043821204,0.1844761372,0.0185450092,0.8529647589,0.1171455756,0.0113445725,Clean clothes/Bottoms/shorts363.jpg
