,bottleneck_dir,bottom-primary-color-white,bottom-primary-color-beige,bottom-primary-color-black,bottom-primary-color-brown,bottom-primary-color-grey,bottom-primary-color-blue,bottom-primary-color-navy,bottom-primary-color-teal,bottom-primary-color-green,bottom-primary-color-olive,bottom-primary-color-pink,bottom-primary-color-red,bottom-primary-color-maroon,bottom-primary-color-purple,bottom-primary-color-orange,bottom-primary-color-yellow,bottom-secondary-color-white,bottom-secondary-color-beige,bottom-secondary-color-black,bottom-secondary-color-brown,bottom-secondary-color-grey,bottom-secondary-color-blue,bottom-secondary-color-navy,bottom-secondary-color-teal,bottom-secondary-color-green,bottom-secondary-color-olive,bottom-secondary-color-pink,bottom-secondary-color-red,bottom-secondary-color-maroon,bottom-secondary-color-purple,bottom-secondary-color-orange,bottom-secondary-color-yellow,bottom-secondary-color-none,bottom-type-long pants,bottom-type-shorts,bottom-material-denim/jeans,bottom-material-cotton,bottom-material-dry-fit,denim-style-ripped,denim-style-acid-wash,denim-style-washed,bottom-patterns-animal-print,bottom-patterns-argyle,bottom-patterns-horizontal-stripe,bottom-patterns-vertical-stripe,bottom-patterns-checkered,bottom-patterns-dotted,bottom-patterns-floral,bottom-patterns-plaid,bottom-style-cargo,bottom-style-dress,bottom-style-chinos,bottom-style-sweatpants,bottom-style-none,bottom-fit-skinny-fit,bottom-fit-slim-fit,bottom-fit-regular-fit,bottom-fit-baggy,dir
10,bottlenecks/Unlabelled Clothes/Bottoms/chinos500.jpg.txt,0.0009086195,0.0042163283,0.0648007467,0.0020191951,0.1422787309,0.2327113748,0.5300141573,0.0067719277,0.0024829786,0.0066237836,0.0002356471,3.34040851157624E-05,0.0024329177,0.0031816349,0.0012471932,4.13682173530106E-05,0.0004827349,2.09393911063671E-05,0.0037059847,7.3572104156483E-05,0.0026200039,2.22434882743983E-05,5.778345894214E-06,3.35106160491705E-05,2.91435389954131E-06,2.0097904780414E-05,4.85731061417027E-06,0.0003444576,2.63413267020951E-06,0.0003475796,0.000050582,9.49526292970404E-06,0.9922526479,0.9693921804,0.0306078698,0.815377593,0.1559338123,0.028688537,0.1043646783,0.006907959,0.0956118777,0.004549704,0.0042983918,0.0059673986,0.0235768463,0.0174403936,0.001455146,0.0081322743,0.0072060754,0.0583946966,0.0955583975,0.0974057466,0.0526900217,0.6959511042,0.1369955093,0.3628482223,0.4898522496,0.0103040114,Unlabelled Clothes/Bottoms/chinos500.jpg
11,bottlenecks/Unlabelled Clothes/Bottoms/jeans43.jpg.txt,0.0011578084,0.0043138317,0.8098944426,0.0052179694,0.0084008016,0.0437577032,0.0886958018,0.0052992287,0.0019568086,0.0137845147,0.0009698076,0.0003586496,0.0066242893,0.0063102795,0.0032168261,4.12118242820725E-05,0.000613299,1.97661702259211E-05,0.0023758956,0.000035178,0.000563683,0.000036443,4.39466966781765E-05,3.5992907214677E-05,7.70585120335454E-06,5.50526010556496E-06,2.01514485524967E-05,2.63907968474086E-05,3.51854782820737E-06,0.0002405834,0.0001012485,1.19585738502792E-05,0.9958587289,0.9240412116,0.0759587213,0.7408205271,0.2265172154,0.0326622911,0.0242962614,0.0012626,0.0360208787,0.0184763242,0.0025491624,0.0047172857,0.0365066603,0.0054772357,0.0003196555,0.0035664872,0.0092733167,0.0348511264,0.0145118274,0.0984536931,0.2012678832,0.6509154439,0.1114356965,0.7906678319,0.0925162137,0.0053801718,Unlabelled Clothes/Bottoms/jeans43.jpg
12,bottlenecks/Unlabelled Clothes/Bottoms/chinos441.jpg.txt,0.0613684841,0.3154578209,0.0353054367,0.3684075773,0.0394674875,0.0027708886,0.0061684391,0.0030458609,0.0132189998,0.0664567798,0.0280191805,0.0003097244,0.0352381803,0.0168391224,0.0074233455,0.000502666,0.0119699454,0.0029271841,0.0155306933,0.0004046548,0.0045665209,7.25490972399712E-05,0.0001583145,0.0002682813,2.84074631053954E-05,0.0001132108,5.4035903303884E-05,0.0013043241,1.25028664115234E-05,0.0008124714,0.00011807,0.0001276826,0.9615311027,0.9759614468,0.0240385402,0.3988328576,0.559099853,0.0420672707,0,0,0,0.0272372793,0.0016974701,0.0053027426,0.0180530231,0.0108818552,0.0011046581,0.0198259261,0.0075233458,0.0181725342,0.1162272096,0.5362430811,0.2062176466,0.1231394857,0.2952989936,0.4368260801,0.2106903046,0.057184644,Unlabelled Clothes/Bottoms/chinos441.jpg
13,bottlenecks/Unlabelled Clothes/Bottoms/jeans827.jpg.txt,0.0012496263,0.0027241907,0.8741420507,0.0072539411,0.0081607075,0.0116602732,0.0660067797,0.0012703349,0.0012107923,0.0101286462,0.0001324862,4.8736543249106E-05,0.0087890634,0.0060079759,0.0011928828,0.000021592,9.95119407889433E-05,2.09340832952876E-05,0.0034762588,7.38841936254175E-06,0.0011637297,1.29555405692372E-06,1.57647798459948E-06,3.76689240511041E-05,1.79270830358291E-06,6.33767785984674E-06,0.000004604,2.80823405773845E-05,2.30380138077635E-07,2.7672127544065E-05,3.72785439139989E-06,1.30044318211731E-05,0.9951062202,0.9864267707,0.0135731883,0.9382712245,0.0578868315,0.0038420111,0.0659910589,0.0008444206,0.0190784223,0.0009411994,0.0007475637,0.0020532492,0.0096681258,0.0010707813,0.0001000151,0.0008555244,0.0022423526,0.0116669722,0.1823748052,0.0444301963,0.0582131222,0.7033149004,0.1375615001,0.7713627219,0.0851614773,0.0059144064,Unlabelled Clothes/Bottoms/jeans827.jpg
14,bottlenecks/Unlabelled Clothes/Bottoms/jeans437.jpg.txt,0.030326236,0.003303498,0.051802855,0.0006396683,0.5468258858,0.263168335,0.0738335326,0.0065719211,0.0055613252,0.0029661374,0.0008860877,0.0003890527,0.0016620564,0.0099821379,0.0020006129,8.0545389209874E-05,0.0008366821,0.0002714798,0.0037373924,0.0003951763,0.0050907684,0.0001684628,1.02687808976043E-05,0.0005350227,0.0001216203,4.83627518406138E-05,7.71726190578192E-05,0.0010641512,4.12664958275855E-05,0.0008892562,0.0008494451,0.0001030987,0.9857603908,0.9813568592,0.0186431892,0.6966472268,0.2562726736,0.0470801145,0.1361412555,0.0150616597,0.2724296153,0.0103104264,0.0037241527,0.0390385948,0.0295452289,0.0199277494,0.000523727,0.0100027137,0.0150029482,0.0085216574,0.1295304,0.0767994002,0.0357638262,0.7493847013,0.2579576671,0.44062379,0.2896926105,0.0117259184,Unlabelled Clothes/Bottoms/jeans437.jpg
15,bottlenecks/Unlabelled Clothes/Bottoms/chinos265.jpg.txt,0.0155588044,0.0474835299,0.1253322959,0.0879419446,0.0237756334,0.0924178883,0.3054829538,0.0406766944,0.0223378576,0.0780975297,0.0151892202,0.0069231601,0.1185815781,0.0105302855,0.0096299956,4.06100989494007E-05,0.0336608291,2.70738346443977E-05,0.0154963573,0.00009041,0.0006665231,1.25666429084959E-05,0.000005836,8.19688793853857E-05,5.8211812756781E-06,2.71223416348221E-05,0.0003932586,0.0004971771,1.22885558084818E-06,0.0003032208,9.12054292712128E-06,2.32726724789245E-05,0.9486982226,0.9721323848,0.0278676599,0.8117782474,0.1712297499,0.0169919822,0.1151309386,0.0021857729,0.0289240777,0.0021938102,0.0016934355,0.0137943979,0.0138295097,0.0054931911,0.0023357873,0.0042272378,0.0070945439,0.0256026089,0.1997897625,0.1260133982,0.3860327601,0.2625614703,0.0679186285,0.6136181355,0.3092026114,0.0092606619,Unlabelled Clothes/Bottoms/chinos265.jpg
16,bottlenecks/Unlabelled Clothes/Bottoms/shorts138.jpg.txt,0.0156864375,0.0197391473,0.0394469276,0.0115512256,0.1231063977,0.5698553324,0.1609373242,0.0294528417,0.0060754255,0.0063670943,0.0076890672,0.0007571347,0.0031874767,0.0023754854,0.0037138362,5.89005103392992E-05,0.0008145213,7.41426047170535E-05,0.003452318,0.0001185258,0.004319801,9.92213390418328E-05,3.77258629669086E-06,0.0001087783,2.99270391224127E-06,5.1808627176797E-05,0.0008736771,0.0009778236,1.35925972699624E-06,0.0003612569,0.0003195441,0.0001062534,0.9883141518,0.0599632114,0.9400367737,0.7612712979,0.1411119401,0.0976168364,0.0193361361,0.0044097304,0.2802029848,0.0014616713,0.0017067166,0.0061347825,0.0141015416,0.0016276769,0.0022815752,0.0006419411,0.0009132175,0.0207071174,0.0137128904,0.1645537913,0.0011607148,0.7998655438,0.152030319,0.5726117492,0.2609905005,0.0143674612,Unlabelled Clothes/Bottoms/shorts138.jpg
17,bottlenecks/Unlabelled Clothes/Bottoms/jeans261.jpg.txt,7.24978744983673E-05,0.0002106374,0.0364454277,0.0006168881,0.0053392434,0.807100296,0.1476650387,0.000235454,0.0002813236,0.0002519014,4.05663267883938E-05,1.20548484119354E-05,0.0004108683,0.0008678792,0.0004481173,1.88448734661506E-06,2.07844441320049E-05,7.38547214496066E-06,0.0007271422,3.18282800435554E-05,0.0002975132,0.000017012,7.42484019156109E-07,6.2232582422439E-05,2.84831730823498E-06,5.35277695234981E-06,1.22728833957808E-05,2.3575814338983E-05,1.44720615935512E-06,7.27796068531461E-05,1.53141645569121E-05,1.07719215520774E-05,0.9986910224,0.9789289832,0.0210709572,0.8994556665,0.0794268474,0.021117473,0.1488233656,0.0020071971,0.1853370965,0.0044360585,0.0019491693,0.0039927694,0.0185758807,0.0034970434,5.88883158343378E-05,0.0024199581,0.0043249964,0.0093202908,0.0250761043,0.0083657522,0.0084425667,0.948795259,0.0746524483,0.6758239269,0.2429784089,0.0065452233,Unlabelled Clothes/Bottoms/jeans261.jpg
18,bottlenecks/Unlabelled Clothes/Bottoms/jeans814.jpg.txt,0.000029159,0.0007891156,0.1995666623,0.0006073695,0.0280584786,0.1626577228,0.6002828479,0.0011154179,0.0002967268,0.0004642157,0.0001350299,7.05453421687707E-05,0.0003634849,0.0053943824,0.0001585795,1.02000731203589E-05,3.26043445966206E-05,8.10263827588642E-06,0.0003770805,0.000125188,0.0010165852,1.58567854668945E-05,4.05058744945563E-06,3.19254577334505E-05,2.02665091819654E-06,9.77515901467996E-06,2.0431111806829E-06,3.05467474390753E-05,3.9680808185949E-06,1.16269011414261E-05,1.11642420961289E-05,0.000010468,0.9983069897,0.974611938,0.0253880173,0.7875561714,0.1771909148,0.0352529287,0.0995564312,0.0055656089,0.209003672,0.0063554016,0.0006632771,0.0046621123,0.0090655014,0.0074388254,0.0004773078,0.0021798189,0.0024881777,0.0073677814,0.0190497618,0.0296538007,0.013135843,0.9307928085,0.1090530977,0.7500622869,0.138452217,0.0024324623,Unlabelled Clothes/Bottoms/jeans814.jpg
19,bottlenecks/Unlabelled Clothes/Bottoms/shorts324.jpg.txt,0.1694850475,0.256052047,0.086565569,0.0617367066,0.0855984613,0.0577018037,0.0452278405,0.0114740124,0.021749191,0.0116766682,0.0719505623,0.00050318,0.1087920293,0.0022380119,0.0091284104,0.000120526,0.051054541,0.0005725629,0.0043895254,0.0004043514,0.0086060427,0.0007481631,2.3391718059429E-05,0.0003001682,6.73167050990742E-06,0.0002397184,0.0028844317,0.0021409562,2.25358439820411E-06,0.004563516,0.0012763982,0.0001369513,0.9226502776,0.0259699654,0.9740300775,0.4755904675,0.5101115108,0.0142980134,0,0,0,0.0015841661,0.0054116021,0.0058838963,0.0175411012,0.0025610509,0.0057421499,0.0006410234,0.0010962756,0.0270328503,0.0061869095,0.2191324532,0.0115335463,0.7361142635,0.2755978405,0.4428801835,0.2609182298,0.0206037574,Unlabelled Clothes/Bottoms/shorts324.jpg
20,bottlenecks/Unlabelled Clothes/Bottoms/chinos74.jpg.txt,0.4387424886,0.4181113839,0.0082115391,0.0163787436,0.0281661097,0.0311451927,0.0122899739,0.0042722579,0.0005222286,0.0305650961,0.0011588734,0.0013698272,0.0010545083,0.0028522329,0.0051366687,2.2839263692731E-05,0.0017498423,0.0001617436,0.0046385466,0.0001321563,0.0008430111,5.28554264747072E-05,1.36844573717099E-06,3.57419157808181E-05,5.29694398210268E-06,2.06606764550088E-05,2.21318969124695E-05,0.0006888394,8.86705436187185E-07,0.000087847,1.16417204480967E-05,1.1638212527032E-05,0.9915357828,0.918055892,0.0819441453,0.2436593175,0.7259991169,0.0303415786,0,0,0,0.0047965781,0.0001810303,0.0016276474,0.0046431376,0.0058550541,0.0005738086,0.0022117905,0.0016485889,0.0133592365,0.1156780198,0.4744631946,0.1237441897,0.2727552652,0.037121553,0.7325126529,0.2199446112,0.0104210963,Unlabelled Clothes/Bottoms/chinos74.jpg
21,bottlenecks/Unlabelled Clothes/Bottoms/chinos280.jpg.txt,0.0013470927,0.0254683997,0.5721943378,0.1089225039,0.074708268,0.0361931436,0.0191029646,0.0111515429,0.0113339787,0.1259346157,0.0006656197,1.23777790577151E-05,0.0087325796,0.0024301601,0.0017740034,0.000028457,0.0010795846,2.72391334874555E-05,0.0016483921,6.37867124169134E-05,0.0078348853,1.46581169246929E-05,2.96907296615245E-06,0.0001278252,6.85794566379627E-06,9.87233870546334E-05,1.73097068909556E-05,0.000176336,1.10959008452483E-05,0.0003304444,1.64867578860139E-05,3.1880808819551E-05,0.9885115623,0.9959718585,0.0040280716,0.7078064084,0.2762823403,0.0159112681,0.2996388972,0.0031347598,0.0380568281,0.0169909876,0.00174436,0.0095022283,0.0223865174,0.0065820436,0.000496943,0.0016834048,0.008736263,0.0706240386,0.3126927316,0.0529407971,0.0865466967,0.4771957099,0.0275968928,0.5729328394,0.376553148,0.0229172409,Unlabelled Clothes/Bottoms/chinos280.jpg
22,bottlenecks/Unlabelled Clothes/Bottoms/jeans1052.jpg.txt,0.0003493791,0.0010618488,0.0469334424,0.0017876866,0.0129316384,0.8932771087,0.0352954939,0.0010916727,0.0012838989,0.0023541653,8.51618460728787E-05,0.0001538317,0.0004782389,0.0010649948,0.0018476055,3.69809072253702E-06,8.62582091940567E-05,1.62242631631671E-05,0.0009153291,0.0002232879,0.0004730233,2.19230587390484E-05,3.90445802622708E-06,0.0001757923,8.7887510744622E-06,9.1405108832987E-06,0.0001238613,3.52480637957342E-05,1.2002645917164E-06,8.29038835945539E-05,9.74172326095868E-06,1.92147126654163E-05,0.9977941513,0.9887110591,0.011288967,0.8208735585,0.1410420984,0.0380843319,0.1219239831,0.0044516684,0.2182357609,0.0029137002,0.0010586835,0.0062910169,0.0258415546,0.0041846894,0.0002469591,0.0030299171,0.0059046447,0.0130217811,0.0101599991,0.0155714313,0.0216098242,0.9396369457,0.0424559042,0.5334067345,0.4226750731,0.0014622397,Unlabelled Clothes/Bottoms/jeans1052.jpg
23,bottlenecks/Unlabelled Clothes/Bottoms/shorts200.jpg.txt,0.1753786057,0.0449719727,0.2884812653,0.0140703311,0.0109227719,0.0065914909,0.0251140371,0.0058135847,0.0096640913,0.0273532607,0.272141844,0.0068498352,0.0659351572,0.0076095373,0.038694568,0.0004076702,0.0100367032,0.0023062883,0.0533168316,0.0042155227,0.0142042134,0.0012388203,0.000891147,0.0001403018,4.15877620980609E-05,0.0001519764,0.0007721696,0.0070853024,1.06785118987318E-05,0.0066921338,0.0071240757,0.0004185529,0.8913536668,0.0157893114,0.9842107296,0.7081633806,0.2174134701,0.0744232237,0.0018714152,0.0024239789,0.0672218129,0.0059316852,0.004632235,0.0017472084,0.0082921404,0.0027782896,0.0088247452,0.0026000151,0.0054269433,0.040066082,0.0258883201,0.3755766451,0.0431662053,0.5153026581,0.1716759652,0.7285674214,0.0786178634,0.0211388003,Unlabelled Clothes/Bottoms/shorts200.jpg
24,bottlenecks/Unlabelled Clothes/Bottoms/shorts585.jpg.txt,0.0105275735,0.0079211639,0.519936204,0.0115496535,0.0093660699,0.0289611835,0.0363570377,0.0317733176,0.002950673,0.0011910143,0.2732952833,0.0161862504,0.0401363447,0.0024825747,0.0072069257,0.0001587196,0.0155598195,0.0008257325,0.0150952814,0.0004731962,0.0058409059,0.0002698392,0.0002016488,9.66296865954064E-05,1.29595355247147E-05,0.0002602878,0.0033276672,0.0035274248,0.000055494,0.0023851993,0.0017040059,0.0005119077,0.9498519301,0.0156841818,0.9843158126,0.5957989097,0.2124277055,0.1917733848,0.0072327228,0.0015480173,0.1949763298,0.0055127521,0.003854369,0.002655233,0.0113759758,0.0068163066,0.0116888657,0.0034439333,0.0057162102,0.0179527178,0.0122667421,0.4513272345,0.009306103,0.5091471672,0.1109655872,0.7331900597,0.1374670714,0.01837717,Unlabelled Clothes/Bottoms/shorts585.jpg
